Crustal model (free format) 
number of layers:
   9
Parameters of the layers
depth of layer top(km)   Vp(km/s)    Vs(km/s)    Rho(g/cm**3)    Qp     Qs
 0.0000E+00 0.7830E+01 0.4520E+01 0.3260E+01  1000.00   1000.00
 0.0500E+00 0.7830E+01 0.4520E+01 0.3260E+01  1000.00   1000.00
 0.1000E+00 0.7830E+01 0.4520E+01 0.3260E+01  1000.00   1000.00
 0.1000E+01 0.7830E+01 0.4520E+01 0.3260E+01  1000.00   1000.00
 0.3000E+01 0.7830E+01 0.4520E+01 0.3260E+01  1000.00   1000.00
 0.4000E+01 0.7830E+01 0.4520E+01 0.3260E+01  1000.00   1000.00
 0.5000E+01 0.7830E+01 0.4520E+01 0.3260E+01  1000.00   1000.00
 1.7000E+01 0.7830E+01 0.4520E+01 0.3260E+01  1000.00   1000.00
 2.5000E+01 0.7830E+01 0.4520E+01 0.3260E+01  1000.00   1000.00
